  오빠 친구 테스트 케이스,,,
,,,
102,,만화 페이지 우측 하단의 왼쪽화살표 버튼 클릭 시 이전 페이지로 이동하는가?,
103,,2화. 복수혈전' 문구 클릭 시 해당 만화 페이지로 이동하는가?,
104,,만화 페이지 우측 하단의 오른쪽화살표 버튼 클릭 시 다음 페이지로 이동하는가?,
105,,만화 페이지 우측 하단의 왼쪽화살표 버튼 클릭 시 이전 페이지로 이동하는가?,
106,,3화. 춤신 춤왕' 문구 클릭 시 해당 만화 페이지로 이동하는가?,
107,,만화 페이지 우측 하단의 오른쪽화살표 버튼 클릭 시 다음 페이지로 이동하는가?,
108,,만화 페이지 우측 하단의 왼쪽화살표 버튼 클릭 시 이전 페이지로 이동하는가?,
109,,4화. 정신연령 몇살?' 문구 클릭 시 해당 만화 페이지로 이동하는가?,
110,,만화 페이지 우측 하단의 오른쪽화살표 버튼 클릭 시 다음 페이지로 이동하는가?,
111,,만화 페이지 우측 하단의 왼쪽화살표 버튼 클릭 시 이전 페이지로 이동하는가?,
112,,5화. 칭찬의 기준' 문구 클릭 시 해당 만화 페이지로 이동하는가?,
113,,만화 페이지 우측 하단의 오른쪽화살표 버튼 클릭 시 다음 페이지로 이동하는가?,
114,,만화 페이지 우측 하단의 왼쪽화살표 버튼 클릭 시 이전 페이지로 이동하는가?,
115,,6화. 너나 잘하세요' 문구 클릭 시 해당 만화 페이지로 이동하는가?,
116,,만화 페이지 우측 하단의 오른쪽화살표 버튼 클릭 시 다음 페이지로 이동하는가?,
117,,만화 페이지 우측 하단의 왼쪽화살표 버튼 클릭 시 이전 페이지로 이동하는가?,
118,,7화. 아무데서나 자면 안되는 이유' 문구 클릭 시 해당 만화 페이지로 이동하는가?,
119,,만화 페이지 우측 하단의 오른쪽화살표 버튼 클릭 시 다음 페이지로 이동하는가?,
120,,만화 페이지 우측 하단의 왼쪽화살표 버튼 클릭 시 이전 페이지로 이동하는가?,
121,,화면 스크롤 시 화면이 스트롤한 방향으로 이동하는가?,
122,,좌측 상단의 화살표 버튼 클릭시 시작 화면으로 이동하는가?,
123,,일상 남매 툰' 버튼 하단의 '팸원관리'버튼 클릭 시 팸원 관리 화면으로 이동하는가?,
124,,우측 하단에 '민규' 이미지가 존재하는가?,
125,,민규'이미지 하단에 '강은호' 이미지가 존재하는가?,
126,,강은호' 이미지 하단에 '반찬희' 이미지가 존재하는가?,
127,,반찬희' 이미지 하단에 '백도진' 이미지가 존재하는가?,
128,,백도진' 이미지 하단에 '천우영' 이미지가 존재하는가?,
129,,천우영' 이미지 하단에 '남해준'이미지가 존재하는가?,
130,,화면 우측에 'MEMBER PROFILE'제목이 출력되는가?,
131,,MEMBER PROFILE'제목 하단에 해당 멤버 이름이 적시되어 있는가?,
132,,멤버 이름 하단에 '나이' 항목이 있는가?,
133,,나이'항목 하단에 '성격' 항목이 있는가?,
134,,성격' 항목 하단에 '이상형' 항목이 있는가?,
135,,이상형' 항목 하단에 '좋아하는 것' 항목이 있는가?,
136,,좋아하는 것' 항목 하단에 '싫어하는 것' 항목이 있는가?,
137,,싫어하는 것'항목 하단에 '특징' 항목이 있는가?,
138,,우측의 '민규' 이미지 클릭 시 'MEMBER PROFILE'에 민규의 내용이 표시되는가?,
139,,우측의 '강은호' 이미지 클릭 시 'MEMBER PROFILE'에 강은호의 내용이 표시되는가?,
140,,우측의 '반찬희' 이미지 클릭 시 'MEMBER PROFILE'에 반찬희의 내용이 표시되는가?,
141,,우측의 '백도진' 이미지 클릭 시 'MEMBER PROFILE'에 백도진의 내용이 표시되는가?,
142,,우측의 '천우영' 이미지 클릭 시 'MEMBER PROFILE'에 천우영의 내용이 표시되는가?,
143,,우측의 '남해준' 이미지 클릭 시 'MEMBER PROFILE'에 남해준의 내용이 표시되는가?,
144,,MEMBER PROFILE' 캐릭터의 내용 하단에 'MEMBER GALLERY'가 있는가?,
145,,민규의 내용 하단의 'MEMBER GALLERY'에서 달성한 이벤트의 일러스트가 표시되는가?,
146,,강은호의 내용 하단의 'MEMBER GALLERY'에서 달성한 이벤트의 일러스트가 표시되는가?,
147,,반찬희의 내용 하단의 'MEMBER GALLERY'에서 달성한 이벤트의 일러스트가 표시되는가?,
148,,백도진의 내용 하단의 'MEMBER GALLERY'에서 달성한 이벤트의 일러스트가 표시되는가?,
149,,천우영 내용 하단의 'MEMBER GALLERY'에서 달성한 이벤트의 일러스트가 표시되는가?,
150,,남해준 내용 하단의 'MEMBER GALLERY'에서 달성한 이벤트의 일러스트가 표시되는가?,
151,,우측 상단의 '미니 컷'버튼 클릭 시 미니 컷 화면으로 이동하는가?,
152,,미니 컷 화면에서 스토리에서 봤던 일러스트가 표시되는가?,
153,,일러스트 클릭 시 일러스트가 확대되는가?,
154,,좌측 상단의 화살표 버튼 클릭시 '팸원 관리' 화면으로 이동하는가?,
155,,팸원 관리' 화면에서 좌측 상단의 화살표 버튼 클릭 시 시작 화면으로 이동하는가?,
156,,시작화면의 중앙 우측에 위치한 'START'버튼 클릭 시 메인 화면으로 이동하는가?,
157,,메인화면 최초 이동 시 출석 보상 창이 생성되는가?,
158,,출석 보상 창의 좌측에 오빠 캐릭터 '민규'가 존재하는가?,
159,,캐릭터의 좌측에 '오늘도 이 오빠 보러 온거야? 그렇다면 용돈이다!' 대사가 출력되는가?,
160,,대사 하단에 용돈이 300원으로 표시되는가?,
161,,출석 보상 창 하단의 좌측에 '광고 보면 용돈 2배!'버튼이 존재하는가?,
162,,출석 보상 창 하단의 우측에 '확인'버튼이 존재하는가?,
163,,광고 보면 용돈 2배!'버튼 클릭 시 광고가 재생되는가?,
164,,광고 중간에 페이지를 나갔을 경우 보상을 받지 못하는가?,
165,,광고를 모두 시청한 뒤 인게임으로 돌아왔을 시 보상이 2배인 600원을 받는가?,
166,,확인 버튼 클릭 시 300원을 받는가?,
167,,메인화면 이동 시 패키지 창이 생성되는가?,
168,,좌측 하단에 '오늘은 그만보기' 체크 버튼이 존재하는가?,
169,,우측 하단에 '닫기'버튼이 존재하는가?,
170,,오늘은 그만 보기'버튼 클릭시 체크 표시가 활성화되는가?,
171,,"오늘은 그만 보기'의 체크표시가 활성화된 상태에서 '닫기'버튼 클릭 시 하루동안 패키지 창이
 나타나지 않는가?",
172,,닫기'버튼 클릭 시 패키지 창이 사라지는가?,
173,,패키지 창의 중앙에 '구매하러 가기'버튼이 존재하는가?,
174,,구매하러 가기'버튼 클릭 시 해당 상품 페이지로 이동하는가?,
175,,,
176,,,
177,,,
178,,,
179,,,
180,,,
181,,,
182,,,
183,,,
184,,,
185,,,
186,,,
187,,,
188,,,
189,,,
190,,,
191,,,
192,,,
193,,,
194,,,
195,,,
196,,,
197,,,
198,,,
199,,,
200,,,
201,,,
202,,,
203,,,
